transaction_id,customer_id,timestamp,amount,transaction_type,location,device,merchant_category,is_suspicious
T043032,C1129,2025-08-20 17:54:12.988110,792.78,debit,Chennai,Online,Travel,0
T043033,C1580,2025-12-29 08:18:12.988110,508.73,credit,Delhi,ATM,Travel,0
T043034,C1952,2025-12-29 08:26:12.988110,1498.97,debit,Delhi,Mobile Banking,Restaurant,0
T043035,C0356,2025-12-13 02:32:12.988110,1829.99,credit,Hyderabad,ATM,Utilities,0
T043036,C1562,2025-11-05 09:45:12.988110,655.37,credit,Mumbai,Online,Shopping,0
T043037,C1840,2025-11-02 12:57:12.988110,5878.66,credit,Kolkata,Mobile Banking,Fuel,0
T043038,C1285,2026-01-24 07:33:12.988110,12831.21,debit,Chennai,Mobile Banking,Restaurant,0
T043039,C0571,2025-08-28 05:08:12.988110,958.14,debit,Hyderabad,ATM,Utilities,0
T043040,C0573,2025-10-30 10:53:12.988110,9104.79,debit,Chennai,POS,Grocery,0
T043041,C0817,2025-12-12 23:50:12.988110,1771.42,debit,Hyderabad,POS,Electronics,0
T043042,C1950,2025-10-17 12:02:12.988110,4668.43,debit,Kolkata,Mobile Banking,Fuel,0
T043043,C1937,2025-09-28 13:51:12.988110,464.41,credit,Delhi,POS,Utilities,0
T043044,C1094,2025-10-19 23:31:12.988110,1367.58,debit,Bangalore,Online,Utilities,0
T043045,C1978,2025-10-18 01:47:12.988110,860.35,debit,Chennai,Online,Grocery,1
T043046,C1471,2025-11-21 08:26:12.988110,879.38,debit,Hyderabad,Mobile Banking,Fuel,0
T043047,C1981,2026-01-14 07:32:12.988110,13550.2,credit,Hyderabad,Online,Electronics,0
T043048,C0447,2025-09-08 16:53:12.988110,2261.55,credit,Hyderabad,Mobile Banking,Utilities,0
T043049,C0783,2026-01-25 10:33:12.988110,1091.3,debit,Bangalore,POS,Fuel,0
T043050,C1281,2026-01-04 19:04:12.988110,939.44,credit,Hyderabad,POS,Grocery,0
T043051,C0909,2025-08-21 22:07:12.988110,5587.9,debit,Delhi,POS,Restaurant,0
T043052,C0944,2025-12-30 23:48:12.988110,6337.9,credit,Hyderabad,Mobile Banking,Shopping,0
T043053,C0896,2025-10-26 07:26:12.988110,19499.82,debit,Mumbai,Mobile Banking,Electronics,0
T043054,C0930,2025-12-29 22:28:12.988110,4918.55,debit,Kolkata,Online,Fuel,0
T043055,C0637,2025-10-06 12:06:12.988110,3069.89,debit,Kolkata,Online,Utilities,0
T043056,C0926,2026-01-08 05:06:12.988110,1268.96,debit,Chennai,Online,Fuel,0
T043057,C0531,2025-12-02 21:43:12.988110,200.65,debit,Kolkata,Mobile Banking,Grocery,0
T043058,C0119,2025-09-26 16:25:12.988110,10634.21,credit,Chennai,ATM,Utilities,0
T043059,C1856,2025-12-23 08:30:12.988110,7776.05,debit,Bangalore,Online,Utilities,0
T043060,C0066,2026-01-03 00:19:12.988110,7952.26,credit,Kolkata,ATM,Utilities,0
T043061,C0245,2025-11-06 09:17:12.988110,1943.43,credit,Kolkata,POS,Travel,0
T043062,C0057,2025-10-07 10:07:12.988110,2212.65,debit,Chennai,POS,Travel,0
T043063,C1068,2025-11-06 05:58:12.988110,7654.2,debit,Delhi,Mobile Banking,Travel,0
T043064,C0524,2026-02-07 19:25:12.988110,5816.81,credit,Mumbai,Mobile Banking,Utilities,0
T043065,C1914,2025-10-20 02:19:12.988110,5243.5,debit,Bangalore,Online,Fuel,1
T043066,C0424,2026-01-20 19:48:12.988110,4044.97,debit,Chennai,POS,Electronics,0
T043067,C1772,2025-08-31 07:01:12.988110,2297.2,debit,Kolkata,ATM,Travel,0
T043068,C1560,2026-01-22 06:55:12.988110,6759.66,credit,Hyderabad,ATM,Electronics,0
T043069,C0395,2025-11-19 22:00:12.988110,2238.53,debit,Chennai,Online,Grocery,0
T043070,C0450,2025-10-13 01:37:12.988110,6634.52,debit,Kolkata,ATM,Utilities,1
T043071,C1281,2026-01-31 14:16:12.988110,1056.23,debit,Delhi,POS,Fuel,0
T043072,C0954,2026-01-26 03:23:12.988110,4463.58,debit,Kolkata,POS,Utilities,0
T043073,C1820,2025-12-18 01:28:12.988110,2210.55,credit,Chennai,ATM,Fuel,0
T043074,C1860,2025-09-05 19:56:12.988110,8818.13,credit,Chennai,Online,Shopping,0
T043075,C1385,2025-08-20 03:46:12.988110,3656.27,credit,Kolkata,ATM,Travel,0
T043076,C0763,2025-09-07 16:32:12.988110,4891.03,debit,Delhi,Online,Electronics,0
T043077,C1630,2025-12-29 07:33:12.988110,434.64,debit,Kolkata,ATM,Travel,0
T043078,C1404,2025-09-06 04:32:12.988110,3418.36,debit,Mumbai,POS,Utilities,0
T043079,C0443,2025-10-09 06:56:12.988110,7587.3,credit,Kolkata,ATM,Travel,0
T043080,C0967,2025-11-09 15:09:12.988110,9830.1,debit,Hyderabad,POS,Utilities,0
T043081,C0892,2026-01-09 10:15:12.988110,6385.76,debit,Chennai,Mobile Banking,Grocery,0
T043082,C0534,2026-02-06 09:55:12.988110,2711.35,credit,Hyderabad,Online,Fuel,0
T043083,C1498,2025-10-26 19:36:12.988110,1488.5,debit,Kolkata,Mobile Banking,Travel,0
T043084,C0157,2025-09-01 23:29:12.988110,2464.53,debit,Kolkata,Online,Shopping,0
T043085,C0089,2025-10-07 23:56:12.988110,4123.11,debit,Chennai,ATM,Grocery,0
T043086,C0202,2026-01-16 06:41:12.988110,29.09,debit,Mumbai,POS,Grocery,0
T043087,C0980,2026-02-07 07:37:12.988110,12152.51,debit,Mumbai,Mobile Banking,Grocery,0
T043088,C0462,2026-01-07 07:31:12.988110,2105.82,debit,Chennai,POS,Travel,0
T043089,C1505,2025-11-29 19:52:12.988110,7968.0,credit,Chennai,Online,Grocery,0
T043090,C0709,2025-12-09 21:08:12.988110,3822.95,debit,Hyderabad,Online,Grocery,0
T043091,C1581,2025-10-26 11:08:12.988110,5426.34,credit,Mumbai,POS,Restaurant,0
T043092,C0454,2025-08-26 21:48:12.988110,7125.13,debit,Kolkata,Online,Restaurant,0
T043093,C1494,2025-08-26 12:56:12.988110,1697.75,debit,Hyderabad,Mobile Banking,Grocery,0
T043094,C0380,2025-11-06 03:32:12.988110,4658.08,debit,Delhi,POS,Restaurant,0
T043095,C0401,2026-01-15 16:38:12.988110,6964.49,credit,Kolkata,Mobile Banking,Utilities,0
T043096,C1103,2026-01-24 16:36:12.988110,7368.56,credit,Bangalore,POS,Utilities,0
T043097,C0551,2026-01-07 17:34:12.988110,2689.3,debit,Chennai,Mobile Banking,Fuel,0
T043098,C0936,2025-10-23 11:54:12.988110,6519.24,debit,Kolkata,Mobile Banking,Utilities,0
T043099,C1820,2025-09-02 14:42:12.988110,1796.97,debit,Chennai,ATM,Fuel,0
T043100,C1013,2026-01-13 17:40:12.988110,663.47,debit,Hyderabad,Mobile Banking,Utilities,0
T043101,C1410,2026-01-26 22:53:12.988110,599.1,debit,Chennai,ATM,Fuel,0
T043102,C0978,2025-09-08 15:19:12.988110,3523.09,credit,Kolkata,POS,Electronics,0
T043103,C1691,2025-09-02 12:41:12.988110,2416.54,debit,Delhi,Online,Fuel,0
T043104,C0661,2026-01-03 19:17:12.988110,1322.75,debit,Mumbai,ATM,Electronics,0
T043105,C1367,2025-11-13 07:28:12.988110,2481.15,debit,Delhi,POS,Grocery,0
T043106,C0903,2025-12-27 07:37:12.988110,2653.81,debit,Chennai,Online,Travel,0
T043107,C0445,2025-12-13 21:13:12.988110,4032.4,credit,Hyderabad,ATM,Electronics,0
T043108,C0052,2026-01-05 06:16:12.988110,298.33,credit,Mumbai,Mobile Banking,Shopping,0
T043109,C1275,2025-10-27 04:24:12.988110,11930.98,debit,Delhi,Online,Restaurant,0
T043110,C1968,2025-10-13 13:23:12.988110,2327.68,debit,Delhi,Online,Grocery,0
T043111,C1918,2025-10-07 20:27:12.988110,4777.49,debit,Hyderabad,ATM,Grocery,0
T043112,C1683,2025-09-04 12:14:12.988110,1829.3,credit,Chennai,ATM,Restaurant,0
T043113,C0329,2025-11-29 00:27:12.988110,7170.62,debit,Kolkata,Online,Electronics,1
T043114,C1932,2025-11-23 08:28:12.988110,3068.88,debit,Kolkata,Online,Fuel,0
T043115,C1518,2025-10-31 17:17:12.988110,1941.53,credit,Mumbai,POS,Shopping,0
T043116,C1374,2025-11-21 03:08:12.988110,16594.6,debit,Mumbai,Mobile Banking,Fuel,0
T043117,C1991,2025-12-27 08:44:12.988110,10020.07,debit,Chennai,ATM,Travel,0
T043118,C0770,2026-01-25 05:57:12.988110,994.26,debit,Mumbai,POS,Utilities,0
T043119,C1809,2025-09-11 19:39:12.988110,6030.54,debit,Bangalore,Online,Grocery,0
T043120,C1483,2025-11-20 03:17:12.988110,7018.61,debit,Mumbai,Online,Shopping,0
T043121,C0498,2025-11-14 15:44:12.988110,175.84,debit,Hyderabad,POS,Travel,0
T043122,C0125,2025-11-18 18:47:12.988110,16216.32,debit,Bangalore,POS,Travel,0
T043123,C0204,2025-10-26 11:08:12.988110,1326.16,debit,Bangalore,Online,Restaurant,0
T043124,C0768,2025-11-18 17:04:12.988110,11950.2,debit,Delhi,Mobile Banking,Electronics,0
T043125,C0643,2025-09-04 08:07:12.988110,5307.6,debit,Bangalore,POS,Electronics,0
T043126,C1045,2025-09-02 18:45:12.988110,3588.32,debit,Chennai,ATM,Shopping,0
T043127,C0590,2025-10-03 23:02:12.988110,7705.11,debit,Mumbai,Online,Restaurant,0
T043128,C1871,2025-09-14 10:51:12.988110,5620.07,debit,Delhi,ATM,Electronics,0
T043129,C1587,2026-01-17 11:12:12.988110,6740.14,debit,Kolkata,Online,Shopping,0
T043130,C0362,2025-11-02 03:24:12.988110,9756.33,debit,Delhi,ATM,Utilities,0
T043131,C0361,2026-02-04 15:11:12.988110,3185.55,debit,Hyderabad,Online,Travel,0
T043132,C1802,2025-11-11 16:56:12.988110,2773.27,debit,Hyderabad,ATM,Electronics,0
T043133,C1140,2025-10-02 07:18:12.988110,11501.83,debit,Chennai,POS,Travel,0
T043134,C0055,2025-11-09 20:11:12.988110,7993.88,debit,Hyderabad,ATM,Restaurant,0
T043135,C0292,2026-01-01 05:08:12.988110,97.16,debit,Kolkata,Mobile Banking,Fuel,0
T043136,C1075,2025-10-08 06:46:12.988110,5303.96,debit,Bangalore,Mobile Banking,Travel,0
T043137,C0842,2025-09-12 13:56:12.988110,11712.07,credit,Chennai,Mobile Banking,Grocery,0
T043138,C0785,2026-02-08 22:03:12.988110,5753.48,debit,Mumbai,ATM,Shopping,0
T043139,C0254,2025-11-21 07:53:12.988110,4030.92,credit,Kolkata,POS,Electronics,0
T043140,C0492,2025-11-12 16:58:12.988110,967.26,credit,Chennai,ATM,Restaurant,0
T043141,C0985,2025-11-13 21:51:12.988110,15036.8,debit,Mumbai,Online,Restaurant,0
T043142,C0573,2025-12-17 18:11:12.988110,4922.17,credit,Hyderabad,ATM,Fuel,0
T043143,C0859,2025-10-20 01:51:12.988110,532.51,credit,Bangalore,Online,Utilities,0
T043144,C0993,2025-12-23 19:01:12.988110,13130.8,debit,Mumbai,Online,Shopping,0
T043145,C1995,2025-10-01 04:56:12.988110,3634.61,debit,Mumbai,Mobile Banking,Grocery,0
T043146,C1933,2026-01-27 09:13:12.988110,855.28,debit,Chennai,POS,Shopping,0
T043147,C0961,2026-01-10 07:55:12.988110,1284.37,debit,Delhi,POS,Electronics,0
T043148,C1887,2025-12-18 05:22:12.988110,17180.71,credit,Bangalore,ATM,Restaurant,0
T043149,C0225,2025-08-26 13:24:12.988110,2869.12,credit,Delhi,Mobile Banking,Fuel,0
T043150,C1493,2025-08-16 07:57:12.988110,2720.83,debit,Kolkata,Online,Restaurant,0
T043151,C1872,2026-01-10 09:14:12.988110,3329.3,debit,Chennai,Mobile Banking,Electronics,0
T043152,C0103,2025-09-03 16:55:12.988110,6028.54,debit,Delhi,Online,Travel,0
T043153,C0970,2026-01-29 14:22:12.988110,2270.81,credit,Bangalore,POS,Fuel,0
T043154,C1072,2025-09-29 11:54:12.988110,2732.63,credit,Delhi,Mobile Banking,Grocery,0
T043155,C0737,2025-10-19 22:23:12.988110,6854.43,debit,Bangalore,POS,Utilities,0
T043156,C1366,2026-01-02 23:09:12.988110,3092.02,credit,Bangalore,POS,Restaurant,0
T043157,C0233,2026-01-26 13:50:12.988110,6251.35,credit,Bangalore,Online,Travel,0
T043158,C1606,2025-10-21 01:23:12.988110,16379.55,debit,Mumbai,ATM,Fuel,1
T043159,C1583,2026-01-07 17:16:12.988110,16420.42,debit,Hyderabad,Mobile Banking,Fuel,0
T043160,C0228,2025-12-08 08:44:12.988110,2962.04,debit,Chennai,Online,Travel,0
T043161,C1007,2025-12-04 15:06:12.988110,1334.31,debit,Chennai,POS,Shopping,0
T043162,C0522,2025-10-22 18:51:12.988110,1446.63,debit,Hyderabad,Mobile Banking,Travel,0
T043163,C1721,2025-08-16 17:10:12.988110,8552.43,debit,Bangalore,Online,Travel,0
T043164,C1616,2026-01-06 11:43:12.988110,415.39,debit,Bangalore,Online,Grocery,0
T043165,C0013,2025-11-15 23:08:12.988110,206.27,credit,Kolkata,POS,Grocery,0
T043166,C1523,2025-08-19 04:52:12.988110,5719.36,debit,Kolkata,POS,Utilities,0
T043167,C0445,2025-10-02 16:06:12.988110,12046.03,debit,Mumbai,POS,Shopping,0
T043168,C1850,2026-01-15 23:28:12.988110,1312.04,debit,Mumbai,Online,Travel,0
T043169,C0340,2025-12-27 06:34:12.988110,280.61,debit,Mumbai,Mobile Banking,Travel,0
T043170,C1348,2025-11-12 08:17:12.988110,11282.69,debit,Chennai,POS,Shopping,0
T043171,C1620,2025-11-08 17:30:12.988110,2186.02,credit,Kolkata,Online,Electronics,0
T043172,C0598,2025-10-02 15:27:12.988110,3989.44,debit,Kolkata,ATM,Restaurant,0
T043173,C0157,2025-08-22 05:35:12.988110,9046.99,debit,Delhi,ATM,Shopping,0
T043174,C0656,2025-08-22 13:23:12.988110,1438.43,credit,Kolkata,Mobile Banking,Shopping,0
T043175,C1003,2025-09-27 22:22:12.988110,4596.75,debit,Chennai,Mobile Banking,Fuel,0
T043176,C1599,2025-09-21 14:37:12.988110,23844.2,credit,Bangalore,Online,Fuel,0
T043177,C1455,2025-09-21 03:42:12.988110,6760.62,credit,Chennai,Mobile Banking,Travel,0
T043178,C1579,2026-02-01 00:46:12.988110,2532.02,credit,Bangalore,POS,Fuel,0
T043179,C1431,2025-12-28 07:09:12.988110,7305.49,debit,Delhi,ATM,Utilities,0
T043180,C1182,2025-09-21 02:28:12.988110,110.07,debit,Delhi,POS,Grocery,1
T043181,C1209,2026-01-16 04:36:12.988110,1212.52,debit,Bangalore,ATM,Travel,0
T043182,C0798,2026-01-23 21:20:12.988110,6826.16,credit,Bangalore,ATM,Grocery,0
T043183,C0491,2026-01-17 01:32:12.988110,1520.66,credit,Mumbai,ATM,Grocery,0
T043184,C0835,2025-11-18 11:24:12.988110,674.02,debit,Delhi,POS,Restaurant,0
T043185,C0952,2025-12-26 22:37:12.988110,1735.77,debit,Chennai,POS,Travel,0
T043186,C1560,2025-10-10 06:09:12.988110,939.7,debit,Hyderabad,Online,Electronics,0
T043187,C0357,2025-12-22 16:34:12.988110,2729.21,credit,Chennai,ATM,Grocery,0
T043188,C0717,2025-12-28 10:44:12.988110,665.03,debit,Hyderabad,ATM,Grocery,0
T043189,C0362,2025-09-02 08:59:12.988110,9091.66,credit,Bangalore,Online,Restaurant,0
T043190,C1248,2025-12-13 07:29:12.988110,7570.08,debit,Hyderabad,ATM,Fuel,0
T043191,C1637,2026-01-17 10:25:12.988110,1833.43,credit,Mumbai,ATM,Restaurant,0
T043192,C1228,2026-01-12 01:36:12.988110,3669.08,debit,Kolkata,POS,Electronics,1
T043193,C0008,2025-10-16 14:59:12.988110,9656.31,debit,Kolkata,Online,Fuel,0
T043194,C0472,2025-10-24 05:11:12.988110,13226.93,debit,Chennai,ATM,Grocery,0
T043195,C0172,2025-11-24 22:17:12.988110,477.53,credit,Delhi,Online,Fuel,0
T043196,C1744,2025-08-21 01:38:12.988110,6401.04,debit,Hyderabad,Mobile Banking,Grocery,1
T043197,C0096,2025-11-05 01:07:12.988110,727.78,credit,Hyderabad,ATM,Travel,0
T043198,C0674,2025-12-25 18:50:12.988110,101.19,debit,Bangalore,Mobile Banking,Restaurant,0
T043199,C1827,2025-09-01 00:00:12.988110,411.18,debit,Mumbai,Mobile Banking,Utilities,1
T043200,C0608,2025-09-03 06:20:12.988110,4288.7,credit,Hyderabad,POS,Travel,0
T043201,C1330,2025-12-17 04:58:12.988110,2366.97,debit,Bangalore,Online,Utilities,0
T043202,C1681,2025-10-19 20:53:12.988110,631.64,credit,Hyderabad,Online,Fuel,0
T043203,C1282,2025-10-10 08:26:12.988110,3215.38,debit,Hyderabad,ATM,Electronics,0
T043204,C0474,2025-12-16 06:00:12.988110,3548.73,credit,Hyderabad,ATM,Grocery,0
T043205,C1974,2026-01-16 05:03:12.988110,7741.6,debit,Hyderabad,Mobile Banking,Travel,0
T043206,C1324,2025-12-22 00:05:12.988110,5448.19,credit,Chennai,POS,Grocery,0
T043207,C1489,2025-09-30 18:02:12.988110,3136.48,credit,Hyderabad,Online,Utilities,0
T043208,C0614,2026-01-10 15:07:12.988110,1960.3,debit,Chennai,Online,Grocery,0
T043209,C0689,2025-09-19 23:19:12.988110,10.05,debit,Mumbai,Mobile Banking,Restaurant,0
T043210,C0898,2025-09-28 14:04:12.988110,8920.2,debit,Hyderabad,ATM,Restaurant,0
T043211,C1352,2025-12-02 15:08:12.988110,1552.95,debit,Hyderabad,Online,Travel,0
T043212,C0110,2025-12-19 10:11:12.988110,1199.02,debit,Chennai,POS,Grocery,0
T043213,C0710,2025-09-24 00:09:12.988110,6632.6,debit,Bangalore,Mobile Banking,Fuel,1
T043214,C1929,2025-09-05 02:06:12.988110,371.73,debit,Bangalore,Mobile Banking,Utilities,1
T043215,C1153,2026-01-23 17:49:12.988110,1523.25,debit,Delhi,ATM,Restaurant,0
T043216,C0965,2025-12-03 00:37:12.988110,2855.16,debit,Hyderabad,POS,Restaurant,1
T043217,C0871,2025-09-06 07:30:12.988110,2913.24,debit,Delhi,ATM,Travel,0
T043218,C1161,2025-12-09 04:30:12.988110,858.97,debit,Delhi,Mobile Banking,Grocery,0
T043219,C1934,2025-09-16 03:34:12.988110,204.74,debit,Bangalore,Online,Fuel,0
T043220,C1563,2025-12-17 15:13:12.988110,3179.43,debit,Kolkata,ATM,Grocery,0
T043221,C0649,2025-12-21 17:21:12.988110,2211.66,debit,Kolkata,POS,Travel,0
T043222,C1188,2025-09-23 02:02:12.988110,1676.31,credit,Kolkata,Mobile Banking,Shopping,0
T043223,C0349,2025-12-25 07:27:12.988110,1577.86,credit,Bangalore,Online,Fuel,0
T043224,C0463,2025-09-28 04:39:12.988110,3507.68,debit,Chennai,Online,Electronics,0
T043225,C1892,2026-01-13 09:10:12.988110,109.52,debit,Chennai,POS,Grocery,0
T043226,C1667,2025-12-12 15:25:12.988110,560.71,credit,Hyderabad,POS,Shopping,0
T043227,C1528,2026-01-06 13:50:12.988110,1966.72,debit,Chennai,Online,Travel,0
T043228,C0885,2026-01-26 10:56:12.988110,3267.85,credit,Hyderabad,Mobile Banking,Travel,0
T043229,C1175,2025-12-16 04:47:12.988110,5918.03,debit,Chennai,Online,Grocery,0
T043230,C1914,2025-10-22 13:03:12.988110,1734.38,debit,Kolkata,Online,Utilities,0
T043231,C0246,2025-10-10 10:47:12.988110,5498.74,debit,Hyderabad,POS,Electronics,0
T043232,C1134,2025-09-20 19:38:12.988110,2448.18,debit,Mumbai,Mobile Banking,Travel,0
T043233,C1609,2025-10-18 00:08:12.988110,7452.07,credit,Delhi,Online,Travel,0
T043234,C0798,2026-02-03 19:15:12.988110,3275.59,debit,Chennai,POS,Fuel,0
T043235,C1299,2025-11-12 17:28:12.988110,3897.78,debit,Mumbai,POS,Travel,0
T043236,C0870,2025-09-04 07:29:12.988110,2855.27,credit,Kolkata,ATM,Shopping,0
T043237,C1091,2025-11-22 05:45:12.988110,712.96,credit,Mumbai,Mobile Banking,Shopping,0
T043238,C1074,2025-11-12 18:07:12.988110,938.68,debit,Kolkata,ATM,Electronics,0
T043239,C0816,2025-10-17 12:49:12.988110,2558.25,debit,Mumbai,Mobile Banking,Electronics,0
T043240,C0515,2025-09-07 07:50:12.988110,520.25,credit,Mumbai,ATM,Travel,0
T043241,C0226,2025-12-26 05:01:12.988110,755.23,debit,Bangalore,Mobile Banking,Shopping,0
T043242,C0578,2025-08-21 20:54:12.988110,4887.31,credit,Delhi,ATM,Shopping,0
T043243,C0506,2026-01-20 09:33:12.988110,5015.26,debit,Hyderabad,Mobile Banking,Restaurant,0
T043244,C0155,2025-10-23 15:52:12.988110,681.6,debit,Hyderabad,Online,Grocery,0
T043245,C1898,2025-12-25 06:17:12.988110,9614.53,debit,Kolkata,POS,Utilities,0
T043246,C1504,2026-01-15 17:32:12.988110,9714.97,debit,Kolkata,POS,Electronics,0
T043247,C0111,2025-08-26 03:38:12.988110,2388.0,credit,Bangalore,Online,Shopping,0
T043248,C0483,2025-12-18 11:53:12.988110,3445.39,debit,Kolkata,POS,Restaurant,0
T043249,C0808,2025-12-28 20:53:12.988110,8085.99,credit,Mumbai,POS,Shopping,0
T043250,C1917,2025-11-07 11:44:12.988110,7192.3,debit,Chennai,Mobile Banking,Travel,0
T043251,C1792,2025-08-27 00:01:12.988110,2252.95,credit,Delhi,ATM,Shopping,0
T043252,C0274,2026-02-02 05:02:12.988110,1907.02,debit,Delhi,Online,Utilities,0
T043253,C0155,2026-01-03 12:08:12.988110,5458.32,debit,Chennai,Online,Restaurant,0
T043254,C1675,2025-12-14 17:58:12.988110,2259.01,debit,Hyderabad,ATM,Travel,0
T043255,C1191,2025-11-22 21:43:12.988110,5847.07,debit,Mumbai,POS,Restaurant,0
T043256,C1043,2025-10-02 02:10:12.988110,694.16,debit,Bangalore,Mobile Banking,Travel,1
T043257,C0345,2025-08-17 22:48:12.988110,5574.3,credit,Mumbai,ATM,Grocery,0
T043258,C1927,2025-09-18 22:02:12.988110,7688.98,credit,Chennai,Online,Shopping,0
T043259,C0735,2025-09-16 21:37:12.988110,11748.64,credit,Chennai,ATM,Restaurant,0
T043260,C0569,2026-02-09 12:22:12.988110,3045.71,credit,Bangalore,Mobile Banking,Electronics,0
T043261,C1922,2025-12-11 17:17:12.988110,4108.36,debit,Chennai,POS,Grocery,0
T043262,C0294,2025-08-21 05:24:12.988110,1704.78,debit,Hyderabad,ATM,Fuel,0
T043263,C0645,2025-11-20 11:53:12.988110,815.5,debit,Hyderabad,ATM,Utilities,0
T043264,C1486,2025-11-22 18:58:12.988110,950.42,debit,Hyderabad,POS,Fuel,0
T043265,C0338,2025-11-14 10:23:12.988110,9307.91,credit,Bangalore,Online,Electronics,0
T043266,C1828,2026-01-16 11:33:12.988110,3898.69,debit,Hyderabad,POS,Shopping,0
T043267,C0452,2025-08-26 13:07:12.988110,2360.51,debit,Hyderabad,ATM,Electronics,0
T043268,C0344,2025-11-04 09:31:12.988110,9973.66,debit,Hyderabad,ATM,Utilities,0
T043269,C0717,2025-10-26 08:31:12.988110,604.06,debit,Delhi,POS,Restaurant,0
T043270,C0631,2025-10-14 19:15:12.988110,4509.86,debit,Bangalore,POS,Travel,0
T043271,C0765,2025-11-15 01:18:12.988110,7821.15,debit,Bangalore,ATM,Shopping,1
T043272,C0085,2025-12-11 15:53:12.988110,667.19,debit,Hyderabad,Online,Restaurant,0
T043273,C1721,2026-01-05 18:40:12.988110,642.28,credit,Chennai,ATM,Restaurant,0
T043274,C0737,2025-12-19 02:20:12.988110,169.72,debit,Kolkata,ATM,Travel,1
T043275,C0660,2025-09-19 23:41:12.988110,14233.07,credit,Kolkata,ATM,Shopping,0
T043276,C1413,2025-12-28 19:00:12.988110,5891.22,debit,Kolkata,Online,Fuel,0
T043277,C1816,2025-09-23 07:01:12.988110,370.6,debit,Bangalore,Online,Utilities,0
T043278,C0227,2025-12-04 23:02:12.988110,5562.41,credit,Bangalore,ATM,Grocery,0
T043279,C1310,2025-08-15 08:41:12.988110,1809.24,debit,Chennai,POS,Utilities,0
T043280,C1308,2026-02-02 03:38:12.988110,578.93,debit,Hyderabad,POS,Fuel,0
T043281,C1717,2025-08-17 14:25:12.988110,24281.0,debit,Delhi,ATM,Travel,0
T043282,C1971,2025-12-16 06:59:12.988110,991.54,debit,Mumbai,Mobile Banking,Electronics,0
T043283,C0109,2025-08-17 01:51:12.988110,8010.82,debit,Chennai,Mobile Banking,Restaurant,1
T043284,C0135,2025-11-26 07:46:12.988110,10660.16,credit,Mumbai,ATM,Restaurant,0
T043285,C0938,2025-11-03 02:36:12.988110,3778.6,credit,Kolkata,ATM,Grocery,0
T043286,C0291,2026-01-06 04:07:12.988110,18649.1,debit,Chennai,ATM,Utilities,0
T043287,C1911,2026-01-26 04:17:12.988110,638.41,debit,Delhi,POS,Restaurant,0
T043288,C1826,2026-01-29 09:44:12.988110,16204.29,credit,Kolkata,ATM,Utilities,0
T043289,C1639,2025-09-12 04:48:12.988110,366.4,credit,Delhi,Mobile Banking,Restaurant,0
T043290,C1737,2026-01-25 11:18:12.988110,3244.12,credit,Hyderabad,Online,Utilities,0
T043291,C1532,2026-02-08 01:08:12.988110,9656.04,debit,Mumbai,Online,Fuel,1
T043292,C1653,2025-09-09 14:26:12.988110,4028.13,debit,Delhi,Mobile Banking,Grocery,0
T043293,C1868,2026-02-02 10:31:12.988110,4378.86,debit,Bangalore,Mobile Banking,Utilities,0
T043294,C0822,2026-01-03 20:03:12.988110,877.63,debit,Delhi,Mobile Banking,Electronics,0
T043295,C1053,2025-12-10 21:12:12.988110,20785.67,debit,Hyderabad,POS,Fuel,0
T043296,C0394,2026-01-13 13:04:12.988110,1314.13,credit,Delhi,POS,Travel,0
T043297,C0027,2025-10-06 06:25:12.988110,9792.48,credit,Kolkata,ATM,Utilities,0
T043298,C1491,2026-01-27 03:25:12.988110,15681.37,debit,Chennai,Mobile Banking,Electronics,0
T043299,C0013,2025-09-08 14:38:12.988110,1647.93,credit,Chennai,Online,Shopping,0
T043300,C0554,2025-11-03 21:08:12.988110,6556.2,debit,Mumbai,ATM,Electronics,0
T043301,C0933,2025-10-28 10:00:12.988110,418.94,debit,Chennai,POS,Travel,0
T043302,C0445,2025-09-21 07:45:12.988110,6763.24,debit,Mumbai,POS,Restaurant,0
T043303,C0224,2025-11-23 10:58:12.988110,3311.51,credit,Mumbai,ATM,Restaurant,0
T043304,C1487,2025-09-23 04:05:12.988110,627.45,debit,Mumbai,Mobile Banking,Fuel,0
T043305,C0021,2025-09-14 20:40:12.988110,11251.93,credit,Kolkata,POS,Fuel,0
T043306,C1411,2025-12-29 03:18:12.988110,5679.38,credit,Bangalore,Online,Shopping,0
T043307,C1672,2025-12-25 16:23:12.988110,923.16,credit,Mumbai,POS,Utilities,0
T043308,C1350,2026-01-20 23:40:12.988110,3805.07,debit,Chennai,ATM,Shopping,0
T043309,C1757,2026-01-21 02:33:12.988110,1971.68,debit,Chennai,ATM,Grocery,1
T043310,C0467,2025-08-19 10:26:12.988110,6199.1,debit,Delhi,Mobile Banking,Restaurant,0
T043311,C1681,2025-10-12 20:01:12.988110,4937.08,debit,Delhi,POS,Shopping,0
T043312,C1546,2025-11-01 16:03:12.988110,1050.8,credit,Chennai,Online,Fuel,0
T043313,C1249,2025-12-21 20:12:12.988110,1386.1,credit,Kolkata,Online,Fuel,0
T043314,C0653,2025-11-06 09:32:12.988110,6096.18,credit,Bangalore,POS,Fuel,0
T043315,C1499,2025-12-22 10:37:12.988110,5622.14,credit,Hyderabad,Online,Fuel,0
T043316,C0618,2025-10-20 13:52:12.988110,1871.61,credit,Mumbai,ATM,Electronics,0
